tSNE_1,tSNE_2
10.040190143648676,8.80344807748053
-2.7269905366469636,-1.0040573314603107
-0.9301378304459855,3.5377597086566928
9.01371333181251,11.506413361254541
-3.28156745734895,-4.976215281822689
-3.8477898137231388,2.4993205387430533
-1.0886863019604673,1.2014893422877033
-9.42786090541506,-8.445729755178773
-8.414134690722387,-10.094375531630833
-1.0555190119505335,2.9351717407725424
-6.221001430315603,-4.832327989876861
-3.67562604731584,-8.902775812600725
1.8846478984936328,5.43560296054378
-4.9254896425524075,-4.137667279580204
-0.8711425994757699,-4.435923274391166
-7.376000704840454,-10.863152412739888
0.7988384853817846,-1.8705562265924458
8.71742898716693,8.878227116398616
1.704864104117936,-0.635162111468427
2.209316479046667,3.9893634519161583
-5.384467049287672,-3.223793542787547
4.349264480649748,2.9743493932241596
-4.602036627968055,1.4899889826370578
-4.788861985407262,-10.900087387378028
-3.246210611876423,-4.29729326721965
10.518811437354366,9.182679210532655
11.057422311149306,8.185226826160259
3.191852940250249,0.8962167596026114
9.205514039724903,8.675853903165939
-9.684710908564343,-9.080589050890035
0.9217972902274292,-0.19754440084508157
11.599008068324968,10.11166614280507
10.775402208487872,10.998934694902248
-5.604048417819482,-2.1531463210066795
-2.7823033685226504,1.7211108650788631
-4.003355870544378,1.2542150921548765
7.280920254350417,7.4965581713067815
10.152873068930926,10.6889109280032
4.198285687504736,9.679396122686063
-6.082742451676376,-2.9413533398742406
8.63711205165118,9.981181529815847
-5.760775137307126,-4.018313179132597
-5.989652118357441,-8.335201366663094
-5.19863454807048,-8.190322636652397
-9.083817909419828,-10.283359051297442
-1.6066293078242146,1.6145681275999673
-2.7194675013581513,0.758376959517792
1.362074698878014,4.68339260261014
-1.9193531825346797,-0.13762654621686496
3.7506672140929616,9.836384582209165
6.674814893618122,9.199995925767041
-3.506374953224953,-7.59669801020678
2.315050211871097,-0.7203123446667175
-8.46523626115879,-8.817113791707051
-9.88077486937989,-8.325291978012835
3.684745077229273,7.962123638984931
7.859231978310158,7.76475315046615
-2.481839194383549,-1.6640413149683606
-9.166811673534543,-9.336341559606769
6.3715491848548735,8.070429900811892
-9.086117943443226,-6.666547157615794
-1.7361044941678372,-0.5047966734939995
1.6809384964437264,3.0169959597987535
9.290615858742049,10.482019991520527
10.366910103991616,8.095900947916707
2.8437005895700254,-0.19416437131985564
12.058281168006914,10.859663901751052
-3.8813456689855763,-7.852189653093367
-7.859011092717306,-9.16311881459928
2.915531996229823,5.557735394981895
0.7562364102311719,5.321046979438062
-2.90327262672209,2.773646121503565
4.000786924697404,4.3149445784740825
-7.056762239119132,-11.63900650040515
-7.406039056738384,-6.02363209301811
-9.180670170325335,-7.810220870187029
-0.8230995390864763,0.501564725693501
-10.094988869753916,-7.7428404500544215
0.2625021196657347,-1.8163399522159493
-0.8941506128761183,3.82134296224219
6.308457785549578,7.043026914295697
6.977839817913062,4.118782994080919
-4.825117614258184,-10.832525258439262
2.7842065151988726,0.03751109572344272
5.174533804357922,6.707375799639672
-3.785107538772293,-5.360919407302379
-4.361620754494094,-4.7365868961413105
8.3311597283144,4.710948071775394
8.043259886960413,4.785410837944064
-0.11547175698012364,-6.740670954965141
-3.6056169354694707,-6.703510740149256
-6.56205382808253,-13.38951509756895
-3.0434346255344606,-3.574704886930576
6.787954565476984,8.02249129886925
9.738545461536408,9.322990112070576
-2.09959234111334,-7.237623207825753
-2.4479728088892747,-6.1902806244404065
10.645404629125776,9.91690029531138
-6.0874363187531255,-12.476731714693264
4.969684699795749,9.286690346487028
-2.507086914676026,-4.849232637978923
-0.0691774110553246,7.540889271464959
-2.7921608251062886,-2.6928412937076147
2.324297267414006,7.565013771429933
-4.2596747487023,-3.8802022747416784
-0.03452891451341311,0.9197532833873224
9.64672719524266,9.969286840029243
3.4094567362216406,6.668367077893287
4.71798132500409,2.401194037601098
2.6260253368278357,5.4900712161073395
-7.993332447280637,-10.947647346743747
-8.517885487369638,-7.290622902800412
10.911566394513947,10.261201847113519
9.689910286597332,12.423595405341192
-9.453444173024444,-11.326789372692048
-0.09658437092359108,-7.248987814438795
6.375519995554106,9.095901621626755
-2.985134503387912,-6.520139218178889
0.21101410439346402,-1.0721303685097403
-2.3697220405390116,1.8086490879350514
2.016857436817837,3.7772272238777345
-5.411002176335013,-4.633551215568363
-8.508676204680656,-6.655549642091731
-8.78827504132048,-12.490549473000131
-3.421290126196597,-1.2086696935039551
-2.642138687885947,2.801970861900469
6.174135054633744,5.203770898228296
2.3069725967442793,2.1973698669309383
0.18321732970740984,-7.107033735922094
6.934000222842266,6.936646316581501
-4.877752616043993,-2.933112615205772
-2.2970202284865624,-8.268299772703857
11.691782949813057,8.83600361566533
-6.385477585231942,-13.274233366499777
-4.565731688388317,-8.08174794102352
-5.908921691139787,-8.740511235608226
4.602421807611745,1.6504434917824884
4.9890207420121575,4.561811745140659
-6.281518544460449,-7.634224152118609
-9.335373002254258,-7.2436600779423115
-0.4346791454810861,4.827713639534125
-0.304638035984602,-0.17834364237674022
7.103460623710821,9.38623597119969
-0.8503657592076701,-0.9007655620509443
-8.601575211674259,-9.691469545315671
-8.661055185930728,-11.45506611041643
3.7710521616922765,4.858802695025561
8.189065449166927,8.70941801268318
-1.5400837333169932,-5.5995252487350236
7.295876488528246,9.97766990941671
8.120901971101263,6.2183433866268505
2.5486806181593478,2.8672666075277844
-1.843726979875474,-3.5181532563663995
-4.114646743560904,0.5412738715870202
3.4553296229958166,-0.3821363049453006
9.970930564874005,8.198843736336494
-1.230450113114206,-1.3724300049112823
-4.615806448346546,-10.34396782296232
-8.651768466524997,-7.921184109055677
-10.920882040836478,-9.088762937681892
-4.951406816604894,-0.7338579060389856
1.587256569288341,4.639206206745399
3.43931262077858,1.9459791290957378
-1.4001321130230815,5.23643814569001
0.17998380690900592,-3.7793220873456255
5.439371265496795,8.19580156574124
9.154088346111285,9.714758615255207
